,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
3559,CHEMBL3774982,829.2,nM,FC(F)(F)c1cccc(Nc2ncnc3cc4OCC(=O)N(CCCN5CCOCC5)c4cc23)c1,6.081340707,487.1831243,7,1,3.8399,TRUE
3560,CHEMBL14874,830,nM,CN(CCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)CCS(C)(=O)=O,6.080921908,520.2144265,8,1,4.6977,TRUE
3561,CHEMBL1173455,830,nM,Cc1ccc(cc1C)C1=NN(C(C1)c1ccc(F)cc1)C(N)=S,6.080921908,327.1205468,2,1,3.83724,TRUE
3562,CHEMBL3901943,830,nM,Cc1ccc2n(C3CCCCN(C3)C(=O)C=C)c(NC(=O)c3cccc(c3)C(F)(F)F)nc2c1,6.080921908,470.1929607,4,1,5.35542,TRUE
3563,CHEMBL355891,830,nM,COC(=O)CN1CCC(C1)n1cc(-c2cccc(OC)c2)c2c(N)ncnc12,6.080921908,381.1800896,8,1,2.1089,TRUE
3565,CHEMBL117697,842,nM,COc1cccc(Nc2ncnc3ccccc23)c1,6.074687909,251.105862,4,1,3.382,TRUE
3567,CHEMBL95320,850,nM,COCCOc1cc2ncc(C#N)c(Nc3cccc(c3)C#C)c2cc1OCCOC,6.070581074,417.1688562,7,1,3.88178,TRUE
3568,CHEMBL2385974,850,nM,CCOc1cc(c(cc1NC(=O)\C=C\C[NH+](C)C)C(=O)Nc1ccc(OCc2ccccn2)c(Cl)c1)N(=O)=O,6.070581074,553.1728113,8,2,4.9295,TRUE
3569,CHEMBL144791,850,nM,Oc1cc(cc(Br)c1[O-])\C=C(/C#N)S(=O)(=O)C(\C#N)=C\c1cc(O)c([O-])c(Br)c1,6.070581074,539.8626312,8,4,3.87796,TRUE
3570,CHEMBL3347498,850,nM,OB(O)c1ccc(COc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1,6.070581074,405.1051495,6,3,3.2856,TRUE
3571,CHEMBL1760035,853,nM,COc1cc(Nc2nccc(Nc3cnc4ccccc4c3)n2)cc(OC)c1OC,6.069050969,403.1644395,8,2,4.5378,TRUE
3572,CHEMBL3921446,857,nM,C[NH+]1CCN(CC1)C\C=C\C(=O)Nc1cc2c(Nc3ccc(Cc4ccccn4)cc3)ncnc2cn1,6.067019178,494.2542576,8,2,3.4963,TRUE
3574,CHEMBL3740577,860,nM,Fc1ccc(cc1)\C=N\Nc1ncc(Cl)c(Nc2cccc(NC(=O)C=C)c2)n1,6.065501549,410.105815,6,3,4.5832,TRUE
3575,CHEMBL431191,860,nM,COc1cccc(Nc2ncnc3[nH]c4CCCCc4c23)c1,6.065501549,294.1480612,4,2,3.5889,TRUE
3576,CHEMBL3087201,864,nM,COc1cc(ccc1Nc1ncc2CN(C(C)C)C(=O)N([C@H]3CCN(C3)C(=O)C=C)c2n1)N1CC[NH+](C)CC1,6.063486258,534.3066871,8,1,2.9179,TRUE
3578,CHEMBL3671547,866,nM,CCC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(C)=O,6.062482108,489.0811799,6,3,4.1384,TRUE
3579,CHEMBL1080812,867,nM,Cc1c([nH]c2cnnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)NCCN1CCOCC1,6.061980903,521.1942154,8,3,3.69932,TRUE
3580,CHEMBL3917657,870,nM,CC(C)(C)c1ccc(Nc2ncnc3cc4OC(=O)N(CCOC(=O)CBr)c4cc23)cc1,6.060480747,498.0902673,8,1,4.5169,TRUE
3581,CHEMBL119982,870,nM,Clc1cccc(Nc2[nH]nc3ncnc(NCc4ccccc4)c23)c1,6.060480747,350.1046722,5,3,4.362,TRUE
3583,CHEMBL1928708,870,nM,Oc1ccc(CNc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,6.060480747,420.0585733,5,3,5.4536,TRUE
3584,CHEMBL204330,873,nM,COc1cc(OC2CCN(CC2)C(C)=O)c2c(Nc3ccc(F)c(Cl)c3)ncnc2c1,6.058985756,444.1364465,6,1,4.5642,TRUE
3585,CHEMBL4077064,874,nM,Cn1cc(cn1)-c1ccc2ncc3C=CC(=O)N(c4ccc5CCN(C(=O)C=C)c5c4)c3c2c1,6.058488567,447.1695249,6,0,4.0145,TRUE
3586,CHEMBL3676342,876,nM,CC(=O)NCCOc1cc2ncnc(Nc3cc(Cl)c(Cl)cc3Cl)c2cc1NC(=O)C=C,6.057495894,493.0475225,6,3,4.973,TRUE
3589,CHEMBL3735952,880,nM,COC1CCN(CC1)c1nccc(Nc2cc3[nH]cnc3cn2)n1,6.055517328,325.1651082,7,2,2.1067,TRUE
3590,CHEMBL3809045,880,nM,Brc1cccc(Nc2ncnc3ccc(cc23)N=C=S)c1,6.055517328,355.9731294,5,1,4.8702,TRUE
3592,CHEMBL54471,880,nM,Cc1ccc(cc1)C(=O)C(\C#N)=C\c1ccc(O)c(O)c1,6.055517328,279.0895433,4,2,3.1961,TRUE
3593,CHEMBL3774926,880,nM,O=C1COc2cc3ncnc(Nc4cccc(c4)C#C)c3cc2N1CCCN1CCOCC1,6.055517328,443.1957397,7,1,2.8024,TRUE
3595,CHEMBL3944572,881,nM,CCC(=O)Nc1cc2c(Nc3ccc(Oc4cccc(F)c4)cc3)ncnc2cc1OC,6.055024092,432.1597688,6,2,5.6619,TRUE
3596,CHEMBL3736508,882,nM,COC1CCN(CC1)c1nccc(Nc2cc3n(C(C)C)c(C)nc3cn2)n1,6.054531415,381.2277085,8,1,3.46942,TRUE
3601,CHEMBL2048793,890,nM,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5C(=O)NCc45)c(Cl)c3)c12,6.050609993,435.1098171,7,3,3.8563,TRUE
3602,CHEMBL4226151,892,nM,C[NH+]1CCN(CC1)c1ccc(Nc2ncc3nc(Sc4ccccc4)n(C4CCOCC4)c3n2)cc1,6.049635146,501.2310796,9,1,4.8244,TRUE
3603,CHEMBL3676346,894,nM,Fc1c(Br)ccc(Nc2ncnc3cc(OCCNC(=O)CC[NH+]4CCCCC4)c(NC(=O)C=C)cc23)c1F,6.048662481,602.1452573,7,3,4.9096,TRUE
3604,CHEMBL329161,897,nM,Brc1cccc(Nc2ncnc3ccc(cc23)N(=O)=O)c1,6.047207557,343.9908876,5,1,4.0441,TRUE
3606,CHEMBL3604920,900,nM,CN1CCN(CC1)c1cc(Nc2cc(C)[nH]n2)nc(Oc2ccccc2NC(=O)C=C)n1,6.045757491,434.2178721,8,3,2.92032,TRUE
3607,CHEMBL490780,900,nM,CCOc1cc(cc(CSc2ccccc2)c1O)\C=C1\CCNC1=O,6.045757491,355.1242145,4,2,3.9865,TRUE
3608,CHEMBL2018760,900,nM,CCOC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1Cl,6.045757491,402.1094828,7,2,4.6124,TRUE
3609,CHEMBL426124,900,nM,COc1ccc2Oc3ncnc(Nc4ccc(F)c(Cl)c4)c3NCc2c1,6.045757491,372.0789316,6,2,4.7391,TRUE
3610,CHEMBL50,900,nM,Oc1cc(O)c2C(=O)C([O-])=C(Oc2c1)c1ccc(O)c(O)c1,6.045757491,302.0426527,7,5,1.988,TRUE
3611,CHEMBL3221561,900,nM,CCOC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1Cl,6.045757491,438.0861605,7,2,5.0342,TRUE
3612,CHEMBL2018756,900,nM,CCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C,6.045757491,382.1641052,7,2,4.26742,TRUE
3613,CHEMBL3221556,900,nM,CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C,6.045757491,432.156433,7,2,5.07932,TRUE
3614,CHEMBL169200,900,nM,COc1cccc(c1)-c1cn(C2CC[NH+](CCO)CC2)c2ncnc(N)c12,6.045757491,367.200825,7,2,2.3183,TRUE
3616,CHEMBL3221554,900,nM,CCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C,6.045757491,418.1407829,7,2,4.68922,TRUE
3617,CHEMBL3604931,900,nM,Cc1cc(Nc2ccnc(Oc3cccc(NC(=O)C=C)c3)n2)n[nH]1,6.045757491,336.1334738,6,3,3.16852,TRUE
3618,CHEMBL3098325,900,nM,COc1cc2nc(Cl)nc(Nc3ccc(cc3)C(N)=O)c2cc1OC,6.045757491,358.083268,6,2,3.1429,TRUE
3621,CHEMBL122397,900,nM,CCCCCCNC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,6.045757491,358.1892573,5,5,3.7256,TRUE
3622,CHEMBL3604928,900,nM,CN1CCN(CC1)c1cc(Nc2cc(C)[nH]n2)nc(Oc2ccc(cc2)N(=O)=O)n1,6.045757491,410.1814866,9,2,2.70402,TRUE
3623,CHEMBL4207316,900,nM,CCc1c([nH]c2ccc(cc12)C(F)(F)F)C(=O)NC(CO)Cc1ccccc1,6.045757491,390.1555126,2,3,4.0825,TRUE
3625,CHEMBL2047029,900,nM,ONC(=O)CCCCCCOc1ccc(O)c(c1)C(=O)Nc1cccc(c1)C#C,6.045757491,396.1685219,5,4,3.4605,TRUE
3626,CHEMBL3604917,900,nM,C=CC(=O)Nc1cc(Nc2cc[nH]n2)nc(n1)-c1ccccc1,6.045757491,306.1229091,5,3,2.7348,TRUE
3627,CHEMBL3353406,900,nM,COc1cc(N(C)CC[NH+](C)C)c(NC(=O)C=C)cc1Nc1ncc(C#N)c(n1)-c1cn(C)c2ccccc12,6.045757491,524.2648223,9,2,4.38148,TRUE
3628,CHEMBL2018757,900,nM,CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C,6.045757491,396.1797552,7,2,4.65752,TRUE
3629,CHEMBL4283517,901,nM,COc1cc(Nc2cc(Nc3ccc(Cl)cc3)ncn2)cc(OC)c1OC,6.045275209,386.1145681,7,2,4.643,TRUE
3630,CHEMBL4290375,901,nM,Cc1oc2ncnc(Nc3cccc(Cl)c3)c2c1C([O-])=O,6.045275209,303.0410689,5,2,3.62642,TRUE
3631,CHEMBL1242112,908,nM,COc1cc(ccc1O)-c1nn(C(C)C)c2ncnc(N)c12,6.041914151,299.1382248,7,2,2.3706,TRUE
3632,CHEMBL116525,910,nM,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)C#CC,6.040958608,434.0378378,5,2,4.58298,TRUE
3634,CHEMBL94019,910,nM,COc1cc2ncnc(NC3CCc4ccccc34)c2cc1OC,6.040958608,321.1477268,5,1,3.7464,TRUE
3635,CHEMBL441083,910,nM,Cc1cccc(Nc2ncnc3ccccc23)c1,6.040958608,235.1109474,3,1,3.68182,TRUE
3636,CHEMBL104779,910,nM,CN1C(=O)C(=Cc2cnc(Nc3cc[nH+]cc3)nc12)c1c(Cl)cccc1Cl,6.040958608,397.0497154,6,1,4.4409,TRUE
3637,CHEMBL3237945,910,nM,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C1c1c(C)nn(-c3ccc(C)cc3)c1Cl)C(=O)CCC2,6.040958608,517.1880674,8,1,4.88184,TRUE
3638,CHEMBL511623,918,nM,Fc1ccc(Nc2ncnc3nc(NCCN4CCOCC4)sc23)cc1Cl,6.037157319,408.0935361,8,2,3.3665,TRUE
3639,CHEMBL2070201,920,nM,Clc1cccc(Nc2ncnc3ccc(NCc4ccc5OCCCCOc5c4)cc23)c1,6.036212173,446.1509537,6,2,6.1903,TRUE
3640,CHEMBL399735,921,nM,COc1cc2ncnc(Nc3cccc(c3)C#Cc3ccccc3)c2cc1OC,6.03574037,381.1477268,5,1,4.7904,TRUE
3641,CHEMBL1241241,922,nM,CC(C)n1nc(-c2ccc(O)cc2)c2c(N)ncnc12,6.035269079,269.1276601,6,2,2.362,TRUE
3642,CHEMBL3676338,924,nM,C[NH+](C)CC(=O)NCCOc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1NC(=O)C=C,6.034328029,486.1582445,7,3,3.347,TRUE
3643,CHEMBL2029427,929,nM,CNc1ncc2CN(C)C(=O)N(c3cccc(NC(=O)C=C)c3)c2n1,6.031984286,338.1491238,5,2,2.3463,TRUE
3644,CHEMBL274732,930,nM,COCCN(C)CC[NH+]1CCC(CC1)n1cc(-c2cccc(OC)c2)c2c(N)ncnc12,6.031517051,438.2743243,8,1,2.9042,TRUE
3645,CHEMBL115440,930,nM,COCCOCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,6.031517051,478.0640526,6,2,4.21748,TRUE
3646,CHEMBL293749,930,nM,Oc1ccc(cc1O)\C=C(/C#N)C(=O)NCCc1ccccc1,6.031517051,308.1160924,4,3,2.36368,TRUE
3647,CHEMBL3133906,931,nM,COc1ccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c(OC)c1,6.031050319,350.1378904,6,2,3.5151,TRUE
3648,CHEMBL4288761,933,nM,CCOC(=O)CCC(=O)Nc1cc(Nc2cccc(Br)c2)ncn1,6.030118356,392.0484025,6,2,3.2645,TRUE
3649,CHEMBL1241586,937,nM,CC(C)n1nc(-c2ccc3NC(=O)Nc3c2)c2c(N)ncnc12,6.028260409,309.1338081,6,3,1.826,TRUE
3650,CHEMBL432428,940,nM,NC(=O)C(\C#N)=C\c1cc(O)c(O)c(CSCc2ccccc2)c1,6.026872146,340.0881634,5,3,2.92348,TRUE
3651,CHEMBL342792,940,nM,COc1cc(cc(O)c1O)\C=C(/C#N)S(=O)(=O)C(\C#N)=C\c1cc(O)c(O)c(OC)c1,6.026872146,444.0627365,10,4,2.37016,TRUE
3652,CHEMBL1812571,940,nM,Clc1cccc(Nc2ncnc3ccc(NC(=O)\C=C\c4ccccc4N(=O)=O)cc23)c1,6.026872146,445.0941671,6,2,5.5869,TRUE
3653,CHEMBL2325104,940,nM,NC(=S)N1N=C(CC1c1cccc2ccccc12)c1ccc(Cl)cc1,6.026872146,365.0753462,2,1,4.8879,TRUE
3654,CHEMBL54474,940,nM,Nc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,6.026872146,315.0119574,5,2,3.1131,TRUE
3655,CHEMBL590109,940,nM,Nc1ncc2n(CC[NH3+])cc(-c3cc(-c4cc5ccccc5s4)c4[nH]ncc4c3)c2n1,6.026872146,425.1422646,7,3,4.3972,TRUE
3656,CHEMBL283682,940,nM,CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,6.026872146,404.0272731,4,2,4.57438,TRUE
3657,CHEMBL589831,940,nM,ClCCN(CCCl)c1ccc(cc1)C(=O)Nc1ccc(Br)cc1,6.026872146,413.9901306,2,1,4.9854,TRUE
3658,CHEMBL4289682,944,nM,[O-]C(=O)CCCC(=O)Nc1cc(Nc2ccc(Cl)cc2)ncn1,6.025028006,334.083268,5,3,3.067,TRUE
3659,CHEMBL196548,950,nM,CCOCc1cn2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c2c1CC,6.022276395,426.2168095,7,1,4.9698,TRUE
3660,CHEMBL438805,950,nM,CCCc1c(cn2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c12)C(=O)OCC,6.022276395,454.2117241,8,1,5.0001,TRUE
3661,CHEMBL1645464,950,nM,Cn1ncc2cc(Nc3ncnn4ccc(CN5CCC([NH3+])CC5)c34)ccc12,6.022276395,376.2123928,8,2,2.2827,TRUE
3663,CHEMBL4293326,951,nM,Cc1oc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1C([O-])=O,6.021819483,427.0735119,6,2,5.34452,TRUE
3664,CHEMBL1242024,954,nM,CC(C)n1nc(-c2ccc(O)cc2C)c2c(N)ncnc12,6.020451625,283.1433102,6,2,2.67042,TRUE
3665,CHEMBL1230790,954,nM,CC(C)n1nc(-c2cccc(O)c2)c2c(N)ncnc12,6.020451625,269.1276601,6,2,2.362,TRUE
3666,CHEMBL1242384,955,nM,CC(C)n1nc(-c2ccc3n(C)ccc3c2)c2c(N)ncnc12,6.019996628,306.1592946,6,1,3.1481,TRUE
3667,CHEMBL3676392,956,nM,[O-]C(=O)CC(=O)OCCOCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C,6.019542108,576.0655894,9,3,3.8128,TRUE
3668,CHEMBL4071151,960,nM,Nc1ncnc2n(nc(C#C)c12)[C@@H]1CCCN(C1)C(=O)C=C,6.017728767,296.1385591,6,1,0.7393,TRUE
3669,CHEMBL592211,960,nM,Oc1ccc(CN(Cc2cccc(Cl)c2O)C(=O)Nc2ccccc2)cc1,6.017728767,382.1084201,3,3,4.9855,TRUE
3671,CHEMBL2048791,960,nM,OCCn1ccc2ncnc(Nc3ccc(Oc4ccc5NC(=O)Cc5c4)c(Cl)c3)c12,6.017728767,435.1098171,7,3,4.1075,TRUE
3672,CHEMBL114593,960,nM,COCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,6.017728767,434.0378378,5,2,4.20088,TRUE
3673,CHEMBL1241490,964,nM,CC(C)n1nc(-c2ccc3occc3c2)c2c(N)ncnc12,6.015922966,293.1276601,6,1,3.4026,TRUE
3674,CHEMBL436137,965,nM,Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(OCC[NH+]4CCCC4)cc3)nnc2c1,6.015472687,453.2528606,6,1,5.83526,TRUE
3675,CHEMBL3092319,967,nM,FC1CN(C1)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,6.014573526,475.1222736,6,2,4.5192,TRUE
3676,CHEMBL602328,970,nM,Oc1ccc(F)cc1\C=N\NC1=NC(=O)[CH-]S1,6.013228266,253.0321257,5,2,1.0842,TRUE
3678,CHEMBL1821874,970,nM,Cc1ccc(cc1C)C1=NN(C(C1)c1ccc(O)cc1)c1nc(cs1)-c1ccc(Cl)cc1,6.013228266,459.117211,5,1,7.14164,TRUE
3679,CHEMBL4226177,972,nM,COc1cc(ccc1Nc1nccc(NC(=O)Nc2cccc(NC(=O)C=C)c2)n1)C(=O)N1CCN(C)CC1,6.012333735,530.2390014,8,4,3.3849,TRUE
3680,CHEMBL4278031,974,nM,COc1cccc(Nc2cc(Nc3cccc(Cl)c3)ncn2)c1,6.011441043,326.0934388,5,2,4.6258,TRUE
3681,CHEMBL289787,974,nM,COc1cccc2c(Nc3cccc(Br)c3)ncnc12,6.011441043,329.0163741,4,1,4.1445,TRUE
3682,CHEMBL1081849,980,nM,C[NH+]1CCN(CCCNC(=O)c2[nH]c3cnnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2C)CC1,6.008773924,565.2368292,7,3,4.74872,TRUE
3683,CHEMBL4084996,980,nM,Clc1ccc(cc1)-c1nnc(Cc2nc3ccc(Cl)cc3[nH]2)o1,6.008773924,344.0231663,4,1,4.5105,TRUE
3684,CHEMBL589561,980,nM,Oc1c(Br)cccc1CN(Cc1ccc(F)cc1)C(=S)Nc1ccccc1,6.008773924,444.0307245,2,2,5.693,TRUE
3687,CHEMBL3671579,987,nM,Fc1cc(Br)ccc1Nc1ncnc2cc(OCCNC(=O)CN3CCC3)c(NC(=O)C=C)cc12,6.005682847,542.1077289,7,3,3.6002,TRUE
3688,CHEMBL1257911,989,nM,Nc1ccc2Nc3n[nH]cc3N=C(c3ccccc3Cl)c2c1,6.004803708,309.0781231,4,3,3.8714,TRUE
3690,CHEMBL80164,1000,nM,Cc1cc2cc(Nc3ccnc4cc(sc34)-c3ccc(C[NH2+]CCO)cc3)ccc2[nH]1,6,428.1670824,5,4,5.57852,TRUE
3692,CHEMBL94275,1000,nM,Brc1cccc(Nc2ncnc3cc(ccc23)N(=O)=O)c1,6,343.9908876,5,1,4.0441,TRUE
3693,CHEMBL3221560,1000,nM,CCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl,6,438.0861605,7,2,5.0342,TRUE
3695,CHEMBL3221258,1000,nM,CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl,6,452.1018105,7,2,5.4243,TRUE
3696,CHEMBL336113,1000,nM,Cc1cccc(Nc2ncnc3ccc(N)cc23)c1,6,250.1218464,4,2,3.26402,TRUE
3698,CHEMBL206347,1000,nM,COc1ccc2CNc3c(Nc4ccc(F)c(Cl)c4)ncnc3Oc2c1,6,372.0789316,6,2,4.7391,TRUE
3699,CHEMBL230232,1000,nM,Fc1ccc(Nc2c(cnc3c(Br)cc(NCc4c[nH]nn4)cc23)C#N)cc1Cl,6,471.0010114,6,3,5.13528,TRUE
3700,CHEMBL3735958,1000,nM,CC(C)n1c(C)nc2cnc(Nc3ccnc(n3)N3CC[C@H](O)[C@H](F)C3)cc12,6,385.2026366,8,2,2.76332,TRUE
3701,CHEMBL1242754,1000,nM,CC(C)n1nc(-c2cnc3ccccc3c2)c2c(N)ncnc12,6,304.1436445,6,1,3.2046,TRUE
3702,CHEMBL3910297,1000,nM,C[C@@H](Nc1ncnc2[nH]c(cc12)-c1ccc(C[NH2+]CC(=O)NO)cc1)c1ccccc1,6,416.196074,6,5,3.393,TRUE
3703,CHEMBL4101735,1000,nM,C[NH+](C)C\C=C\C(=O)N1CCC[C@H](C1)n1nc(-c2cccc(c2)C(F)(F)F)c2c(N)ncnc12,6,473.2150931,7,1,3.3756,TRUE
3704,CHEMBL3975710,1000,nM,ONC(=O)\C=C\c1ccc(OCCOc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cc1,6,494.115711,7,3,5.1423,TRUE
3705,CHEMBL62176,1000,nM,CN1C(=S)[C-](C(=O)Nc2ccccc2)c2ccccc12,6,282.0826841,2,1,3.1861,TRUE
3706,CHEMBL2018753,1000,nM,CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl,6,416.1251328,7,2,5.0025,TRUE
3707,CHEMBL490987,1000,nM,CC(C)NC(=O)c1ccc(cc1)S(=O)(=O)Oc1ccc(cc1)\C=C\N(=O)=O,6,390.0885573,6,1,2.8399,TRUE
3708,CHEMBL44,1000,nM,Oc1ccc(cc1)C1=COc2cc([O-])cc(O)c2C1=O,6,270.0528234,5,3,2.5768,TRUE
3709,CHEMBL2018752,1000,nM,CCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl,6,402.1094828,7,2,4.6124,TRUE
3710,CHEMBL184682,1000,nM,COc1cc2ncnc(Nc3ccc(Cl)c(NC(=O)c4cccc(c4)N(C)C)c3)c2cc1OC,6,477.1567673,7,2,5.3623,TRUE
3711,CHEMBL3353409,1000,nM,COc1cc(N(C)CC[NH+](C)C)c(NC(=O)C=C)cc1Nc1ncc(C)c(n1)-c1cn(C)c2ccccc12,6,513.2852234,8,2,4.81822,TRUE
3712,CHEMBL231663,1000,nM,COC(=O)C1CC[NH+](CC1)Cc1ccn2ncnc(Nc3ccc4n(Cc5cccc(F)c5)ncc4c3)c12,6,513.2288514,9,1,4.395,TRUE
3713,CHEMBL504173,1000,nM,CC(C)c1cc(cc(C(C)C)c1O)\C=C(/C#N)C(N)=O,6,272.1524779,3,2,3.03128,TRUE
3714,CHEMBL205148,1000,nM,[O-]C(=O)c1ccc2Oc3ncnc(Nc4cccc(Br)c4)c3NCc2c1,6,412.0171024,6,3,4.3987,TRUE
3715,CHEMBL281990,1000,nM,COc1cc2c(Nc3ccc(C)cc3F)ncnc2cc1OCC1CC[NH+](C)CC1,6,410.2118043,6,1,4.55012,TRUE
3716,CHEMBL496388,1000,nM,Fc1ccc(Nc2c(cnc3c(Cl)cc(NCc4c[nH]nn4)cc23)C#N)cc1Cl,6,427.051527,6,3,5.02618,TRUE
3718,CHEMBL424853,1000,nM,Fc1ccc2Oc3ncnc(Nc4ccc(F)c(Cl)c4)c3NCc2c1,6,360.0589451,5,2,4.8696,TRUE
3719,CHEMBL205676,1000,nM,Fc1ccc(Nc2ncnc3Oc4ccc(Cl)cc4CNc23)cc1Cl,6,376.0293946,5,2,5.3839,TRUE
3720,CHEMBL113863,1000,nM,CN1C(=O)C(=Cc2cnc(NCCCCCC([O-])=O)nc12)c1c(Cl)cccc1Cl,6,434.0912459,6,2,4.3592,TRUE
3721,CHEMBL383614,1000,nM,Brc1cccc(Nc2ncnc3Oc4ccc(Br)cc4CNc23)c1,6,445.9377852,5,2,5.463,TRUE
3722,CHEMBL3735474,1000,nM,CO[C@H]1CCN(CC1(F)F)c1nccc(Nc2cc3n(C(C)C)c(CO)nc3cn2)n1,6,433.2037795,9,2,2.8985,TRUE
3723,CHEMBL76958,1000,nM,[O-]C(=O)c1ccc(cc1)S(=O)(=O)Oc1ccc(cc1)\C=C\N(=O)=O,6,349.0256227,6,1,2.3999,TRUE
3724,CHEMBL1917092,1000,nM,COC(=O)c1ccc2c(c1)S(=O)(=O)N=S2c1ccc(Br)cc1,6,398.9234619,4,0,3.1579,TRUE
3725,CHEMBL319244,1005,nM,Oc1ccc(\C=C\C(=O)OCCc2ccccc2)cc1O,5.997833938,284.104859,4,2,2.8969,TRUE
3726,CHEMBL1914666,1008,nM,CC(Nc1ncnc2[nH]c(cc12)-c1ccc(O)cc1)c1cccc2ccccc12,5.996539468,460.0898734,4,3,6.2347,TRUE
3729,CHEMBL3671546,1020,nM,CC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C(C)=C,5.991399828,501.0811799,6,3,4.3045,TRUE
3730,CHEMBL2070192,1020,nM,Brc1cccc(Nc2ncnc3ccc(NCc4ccc5OCCOc5c4)cc23)c1,5.991399828,462.0691379,6,2,5.5192,TRUE
3731,CHEMBL1812560,1020,nM,Brc1cccc(Nc2ncnc3ccc(NC(=O)\C=C\c4ccccc4N(=O)=O)cc23)c1,5.991399828,489.0436515,6,2,5.696,TRUE
3734,CHEMBL247866,1029,nM,CC(C)Nc1ncnc2oc(-c3ccc(OCC[NH+]4CCCC4)cc3)c(-c3ccccc3)c12,5.987584625,442.2368762,6,1,5.8517,TRUE
3736,CHEMBL136178,1039,nM,CC(=O)\C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,5.983384452,410.0378378,5,2,4.2196,TRUE
3737,CHEMBL1821872,1040,nM,Cc1ccc(cc1)C1CC(=NN1c1nc(cs1)-c1ccc(Cl)cc1)c1ccc(C)c(C)c1,5.982966661,457.1379464,4,0,7.74446,TRUE
3738,CHEMBL3233771,1040,nM,COCC[NH2+]C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,5.982966661,435.0932017,7,3,3.9581,TRUE
3739,CHEMBL2324872,1040,nM,COc1ccc(cc1)C1=NN(C(C1)c1ccc2ccccc2c1)C(N)=S,5.982966661,361.1248832,3,1,4.2431,TRUE
3740,CHEMBL1241945,1040,nM,CC(C)n1nc(-c2ccc(O)c(F)c2)c2c(N)ncnc12,5.982966661,287.1182383,6,2,2.5011,TRUE
3741,CHEMBL99024,1040,nM,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,5.982966661,470.1520965,7,1,4.75228,TRUE
3742,CHEMBL3734786,1040,nM,CC(C)n1c(C)nc2cnc(Nc3ccnc(n3)N3CC[C@H](O)C(F)(F)C3)cc12,5.982966661,403.1932148,8,2,3.06052,TRUE
3743,CHEMBL954,1050,nM,CC[NH+](CC)CCOc1ccc(cc1)C(\c1ccccc1)=C(\Cl)c1ccccc1,5.978810701,405.1859422,2,0,6.5626,TRUE
